XR	start	end	chr
XR_002634227.1	11716491	11728141	NC_035785.1
XR_002634221.1	11886023	11887325	NC_035785.1
XR_002634450.1	12485618	12491694	NC_035785.1
XR_002634449.1	12499039	12500184	NC_035785.1
XR_002634214.1	12754904	12758754	NC_035785.1
XR_002633851.1	12847741	12848233	NC_035785.1
XR_002633850.1	12851452	12852644	NC_035785.1
XR_002633848.1	12956413	12962920	NC_035785.1
XR_002633668.1	13040975	13057541	NC_035785.1
XR_002634308.1	13089185	13091813	NC_035785.1
XR_002634126.1	13106661	13119829	NC_035785.1
XR_002633748.1	13183601	13189145	NC_035785.1
XR_002633712.1	13196553	13198315	NC_035785.1
XR_002633981.1	13584125	13584595	NC_035785.1
XR_002633980.1	13698902	13700611	NC_035785.1
XR_002633689.1	13842545	13844945	NC_035785.1
XR_002634209.1	13969758	13975973	NC_035785.1
XR_002634210.1	13977738	13983778	NC_035785.1
XR_002633782.1	14078368	14080989	NC_035785.1
XR_002633983.1	14385891	14387465	NC_035785.1
XR_002634030.1	15292370	15293599	NC_035785.1
XR_002634027.1	15364160	15378214	NC_035785.1
XR_002634031.1	15574225	15580156	NC_035785.1
XR_002634025.1	15793598	15797757	NC_035785.1
XR_002634032.1	15853448	15856432	NC_035785.1
XR_002634028.1	15931446	15933505	NC_035785.1
XR_002634033.1	15966130	15966650	NC_035785.1
XR_002634029.1	16137971	16139083	NC_035785.1
XR_002634325.1	16175279	16186037	NC_035785.1
XR_002634324.1	16214072	16222725	NC_035785.1
XR_002634326.1	16362479	16364121	NC_035785.1
XR_002634327.1	16394651	16395905	NC_035785.1
XR_002634323.1	16577450	16580704	NC_035785.1
XR_002634322.1	16616307	16632919	NC_035785.1
XR_002634047.1	16915433	16924413	NC_035785.1
XR_002634048.1	16933519	16936335	NC_035785.1
XR_002634046.1	16953060	16955178	NC_035785.1
XR_002633736.1	17110838	17115340	NC_035785.1
XR_002633966.1	17266081	17266737	NC_035785.1
XR_002633951.1	17671612	17675146	NC_035785.1
XR_002634056.1	18059249	18063219	NC_035785.1
XR_002634057.1	18106642	18112928	NC_035785.1
XR_002633841.1	18206981	18216783	NC_035785.1
XR_002633695.1	18390162	18392326	NC_035785.1
XR_002633952.1	18436319	18437864	NC_035785.1
XR_002634393.1	18442058	18453747	NC_035785.1
XR_002633789.1	18455579	18456976	NC_035785.1
XR_002634279.1	18457184	18459364	NC_035785.1
XR_002634280.1	18462078	18462943	NC_035785.1
XR_002634406.1	18473158	18476246	NC_035785.1
XR_002633842.1	18705292	18707226	NC_035785.1
XR_002634127.1	18751672	18755017	NC_035785.1
XR_002634396.1	18796003	18796831	NC_035785.1
XR_002634158.1	18950078	18951983	NC_035785.1
XR_002633942.1	19460462	19462540	NC_035785.1
XR_002633940.1	19481626	19486281	NC_035785.1
XR_002633943.1	19540508	19543110	NC_035785.1
XR_002633947.1	19574765	19575305	NC_035785.1
XR_002633941.1	19618871	19622395	NC_035785.1
XR_002633948.1	19809878	19810635	NC_035785.1
XR_002633949.1	19834735	19835780	NC_035785.1
XR_002633946.1	19849142	19860717	NC_035785.1
XR_002633844.1	20064620	20067403	NC_035785.1
XR_002633754.1	20220475	20223341	NC_035785.1
XR_002634321.1	20230185	20232671	NC_035785.1
XR_002633760.1	20326172	20329343	NC_035785.1
XR_002634392.1	20379017	20387368	NC_035785.1
XR_002633933.1	20615049	20617025	NC_035785.1
XR_002634345.1	20818270	20821085	NC_035785.1
XR_002634340.1	20927456	20932403	NC_035785.1
XR_002633916.1	21232758	21234775	NC_035785.1
XR_002633839.1	21332268	21334135	NC_035785.1
XR_002634272.1	21478712	21490681	NC_035785.1
XR_002633838.1	21498989	21511281	NC_035785.1
XR_002633837.1	21511622	21518133	NC_035785.1
XR_002634128.1	21622360	21624357	NC_035785.1
XR_002634129.1	21633019	21636563	NC_035785.1
XR_002634199.1	21714805	21723120	NC_035785.1
XR_002634298.1	21757729	21762116	NC_035785.1
XR_002633967.1	22029906	22030868	NC_035785.1
XR_002633823.1	22067051	22068976	NC_035785.1
XR_002633992.1	22162486	22164346	NC_035785.1
XR_002634038.1	22261678	22265453	NC_035785.1
XR_002634382.1	22338677	22342869	NC_035785.1
XR_002634170.1	22399430	22401812	NC_035785.1
XR_002634166.1	22432696	22453266	NC_035785.1
XR_002634445.1	22475720	22476367	NC_035785.1
XR_002634444.1	22479240	22481731	NC_035785.1
XR_002634369.1	22718381	22720570	NC_035785.1
XR_002634446.1	22754797	22755378	NC_035785.1
XR_002634042.1	22780966	22787895	NC_035785.1
XR_002633694.1	22948783	22974272	NC_035785.1
XR_002633692.1	22969303	22972003	NC_035785.1
XR_002633970.1	23204365	23209720	NC_035785.1
XR_002633969.1	23229446	23242098	NC_035785.1
XR_002633971.1	23247858	23260060	NC_035785.1
XR_002634043.1	23321906	23322545	NC_035785.1
XR_002633906.1	23401793	23403201	NC_035785.1
XR_002633912.1	23472464	23473978	NC_035785.1
XR_002633711.1	23519257	23525256	NC_035785.1
XR_002633710.1	23633225	23634801	NC_035785.1
XR_002633709.1	23635235	23636447	NC_035785.1
XR_002634202.1	23817453	23823323	NC_035785.1
XR_002634389.1	24097736	24098477	NC_035785.1
XR_002633968.1	24305016	24306246	NC_035785.1
XR_002633665.1	24398445	24402130	NC_035785.1
XR_002633666.1	24405446	24406696	NC_035785.1
XR_002633769.1	24580549	24584523	NC_035785.1
XR_002633972.1	25129157	25131627	NC_035785.1
XR_002633761.1	25235513	25237678	NC_035785.1
XR_002634329.1	25591916	25596089	NC_035785.1
XR_002633997.1	25808481	25825229	NC_035785.1
XR_002633750.1	25837088	25838430	NC_035785.1
XR_002633715.1	25878835	25904125	NC_035785.1
XR_002633718.1	25907255	25908432	NC_035785.1
XR_002634411.1	25937866	25938724	NC_035785.1
XR_002633776.1	26156804	26158950	NC_035785.1
XR_002633757.1	26269540	26315069	NC_035785.1
XR_002633758.1	26307884	26308570	NC_035785.1
XR_002633870.1	26571175	26572899	NC_035785.1
XR_002633673.1	26815489	26819195	NC_035785.1
XR_002633905.1	26956650	26957343	NC_035785.1
XR_002634151.1	27373648	27375127	NC_035785.1
XR_002633676.1	27933078	27947315	NC_035785.1
XR_002633843.1	27972613	27983679	NC_035785.1
XR_002633737.1	27994805	27995776	NC_035785.1
XR_002633899.1	28448288	28452729	NC_035785.1
XR_002634291.1	28455834	28469424	NC_035785.1
XR_002633792.1	28599104	28600029	NC_035785.1
XR_002633996.1	28921074	28921631	NC_035785.1
XR_002634124.1	29075256	29078051	NC_035785.1
XR_002634435.1	29135190	29136850	NC_035785.1
XR_002634002.1	29366022	29367963	NC_035785.1
XR_002634044.1	29715622	29717027	NC_035785.1
XR_002634338.1	29740684	29746253	NC_035785.1
XR_002634339.1	29746451	29747868	NC_035785.1
XR_002633708.1	30257335	30261290	NC_035785.1
XR_002633702.1	30434653	30435484	NC_035785.1
XR_002634459.1	30605510	30608226	NC_035785.1
XR_002634159.1	30955896	30959554	NC_035785.1
XR_002633728.1	31050656	31054273	NC_035785.1
XR_002633779.1	31961378	31977230	NC_035785.1
XR_002633664.1	32733476	32741988	NC_035785.1
XR_002633878.1	32758468	32761350	NC_035785.1
XR_002633880.1	32769964	32772847	NC_035785.1
XR_002633801.1	33096889	33101833	NC_035785.1
XR_002634192.1	33255386	33256461	NC_035785.1
XR_002633896.1	33501342	33505130	NC_035785.1
XR_002634294.1	34194239	34195883	NC_035785.1
XR_002634401.1	34444772	34447707	NC_035785.1
XR_002634164.1	34492082	34495679	NC_035785.1
XR_002634163.1	34582041	34582878	NC_035785.1
XR_002633999.1	34671074	34674442	NC_035785.1
XR_002634082.1	34964593	34966967	NC_035785.1
XR_002634083.1	35185790	35190924	NC_035785.1
XR_002634316.1	35305352	35309263	NC_035785.1
XR_002634442.1	35547857	35550098	NC_035785.1
XR_002633894.1	35578872	35579836	NC_035785.1
XR_002633701.1	35634566	35638399	NC_035785.1
XR_002633993.1	36056532	36057432	NC_035785.1
XR_002634372.1	36142591	36144119	NC_035785.1
XR_002634336.1	36956076	36958671	NC_035785.1
XR_002633891.1	37282357	37284329	NC_035785.1
XR_002633799.1	37785336	37787538	NC_035785.1
XR_002634292.1	38127765	38128903	NC_035785.1
XR_002634071.1	38196184	38207880	NC_035785.1
XR_002634068.1	38207977	38224180	NC_035785.1
XR_002634399.1	38314839	38320437	NC_035785.1
XR_002633749.1	38346814	38354274	NC_035785.1
XR_002634431.1	38774153	38775474	NC_035785.1
XR_002634076.1	38901520	38902729	NC_035785.1
XR_002633806.1	39013717	39018398	NC_035785.1
XR_002634296.1	39045664	39053519	NC_035785.1
XR_002634253.1	39134342	39149715	NC_035785.1
XR_002633835.1	39496448	39497402	NC_035785.1
XR_002634342.1	39821681	39824720	NC_035785.1
XR_002634379.1	40108085	40109364	NC_035785.1
XR_002633826.1	40111974	40115038	NC_035785.1
XR_002634447.1	40155963	40160502	NC_035785.1
XR_002634371.1	40299599	40300789	NC_035785.1
XR_002634173.1	40738193	40739394	NC_035785.1
XR_002634419.1	40934481	40940500	NC_035785.1
XR_002634417.1	40952087	40960088	NC_035785.1
XR_002634297.1	41085536	41086185	NC_035785.1
XR_002634448.1	41119387	41121401	NC_035785.1
XR_002634385.1	41128184	41130453	NC_035785.1
XR_002634376.1	41146117	41149247	NC_035785.1
XR_002634377.1	41149967	41156633	NC_035785.1
XR_002634375.1	41158317	41169858	NC_035785.1
XR_002634150.1	41213092	41214549	NC_035785.1
XR_002634149.1	41233878	41236204	NC_035785.1
XR_002634252.1	41577297	41581575	NC_035785.1
XR_002633927.1	41581578	41583512	NC_035785.1
XR_002633928.1	41584079	41587396	NC_035785.1
XR_002633929.1	41587387	41588656	NC_035785.1
XR_002634409.1	41589355	41590633	NC_035785.1
XR_002634410.1	41591327	41592574	NC_035785.1
XR_002634276.1	41593756	41601069	NC_035785.1
XR_002634090.1	41602787	41605536	NC_035785.1
XR_002634098.1	41605539	41610265	NC_035785.1
XR_002634097.1	41611468	41615748	NC_035785.1
XR_002634100.1	41615754	41617299	NC_035785.1
XR_002634094.1	41624557	41626514	NC_035785.1
XR_002634093.1	41626612	41632224	NC_035785.1
XR_002633770.1	41897129	41898830	NC_035785.1
XR_002633771.1	41899346	41900876	NC_035785.1
XR_002633785.1	41929792	41935487	NC_035785.1
XR_002633783.1	42176312	42179429	NC_035785.1
XR_002633904.1	42182894	42184985	NC_035785.1
XR_002634455.1	42386407	42388351	NC_035785.1
XR_002634457.1	42389820	42392461	NC_035785.1
XR_002634456.1	42397689	42399796	NC_035785.1
XR_002634452.1	42403152	42408587	NC_035785.1
XR_002634224.1	42973666	42977259	NC_035785.1
XR_002634215.1	43153189	43156047	NC_035785.1
XR_002633884.1	43302382	43308172	NC_035785.1
XR_002633798.1	43324594	43325684	NC_035785.1
XR_002633667.1	43444865	43448661	NC_035785.1
XR_002634388.1	43569914	43573751	NC_035785.1
XR_002634049.1	43637048	43638397	NC_035785.1
XR_002634332.1	43833438	43835058	NC_035785.1
XR_002633815.1	44105075	44114280	NC_035785.1
XR_002634428.1	44147641	44158609	NC_035785.1
XR_002634378.1	44181822	44184652	NC_035785.1
XR_002633808.1	44232262	44233743	NC_035785.1
XR_002634113.1	44249435	44257919	NC_035785.1
XR_002634120.1	44293033	44294343	NC_035785.1
XR_002634433.1	44341951	44344185	NC_035785.1
XR_002633803.1	44378386	44380162	NC_035785.1
XR_002634310.1	44384970	44404460	NC_035785.1
XR_002633955.1	44492483	44496260	NC_035785.1
XR_002633731.1	44527090	44550334	NC_035785.1
XR_002633732.1	44575899	44577061	NC_035785.1
XR_002633740.1	44619599	44620392	NC_035785.1
XR_002633674.1	44691443	44692733	NC_035785.1
XR_002634273.1	44719335	44719845	NC_035785.1
XR_002634218.1	44731915	44751173	NC_035785.1
XR_002634278.1	44867819	44869902	NC_035785.1
XR_002633995.1	44980673	44981881	NC_035785.1
XR_002633706.1	45030861	45031869	NC_035785.1
XR_002634390.1	45205491	45213942	NC_035785.1
XR_002633987.1	45315711	45316934	NC_035785.1
XR_002633925.1	45347188	45356272	NC_035785.1
XR_002633926.1	45357000	45360472	NC_035785.1
XR_002633873.1	45374961	45383326	NC_035785.1
XR_002633825.1	45413350	45414839	NC_035785.1
XR_002633672.1	46034462	46035461	NC_035785.1
XR_002634408.1	46040878	46048432	NC_035785.1
XR_002634407.1	46046387	46060074	NC_035785.1
XR_002634230.1	46144391	46146789	NC_035785.1
XR_002633930.1	46205821	46234882	NC_035785.1
XR_002633914.1	46275570	46277007	NC_035785.1
XR_002634161.1	46354266	46356501	NC_035785.1
XR_002634268.1	46398285	46414137	NC_035785.1
XR_002633931.1	46400952	46402301	NC_035785.1
XR_002633831.1	46419956	46432601	NC_035785.1
XR_002634255.1	46440665	46444956	NC_035785.1
XR_002634256.1	46452709	46453454	NC_035785.1
XR_002634131.1	46467337	46476319	NC_035785.1
XR_002634133.1	46468322	46471565	NC_035785.1
XR_002634330.1	46520522	46524596	NC_035785.1
XR_002633777.1	46781722	46784374	NC_035785.1
XR_002634193.1	46850340	46852947	NC_035785.1
XR_002634194.1	46859588	46860290	NC_035785.1
XR_002634195.1	46922920	46923953	NC_035785.1
XR_002633840.1	47016348	47023259	NC_035785.1
XR_002634420.1	47083613	47084618	NC_035785.1
XR_002634318.1	47154452	47170312	NC_035785.1
XR_002634320.1	47160626	47163162	NC_035785.1
XR_002634319.1	47174094	47180732	NC_035785.1
XR_002633768.1	47327756	47330840	NC_035785.1
XR_002634074.1	47903347	47904804	NC_035785.1
XR_002634073.1	47905504	47906755	NC_035785.1
XR_002633919.1	48005049	48007259	NC_035785.1
XR_002633788.1	48119533	48120950	NC_035785.1
XR_002633950.1	48775867	48776787	NC_035785.1
XR_002633998.1	48777400	48779030	NC_035785.1
XR_002633991.1	48787231	48788406	NC_035785.1
XR_002633809.1	49118711	49121878	NC_035785.1
XR_002634424.1	49430146	49433591	NC_035785.1
XR_002633846.1	49440907	49442334	NC_035785.1
XR_002633902.1	49445091	49451574	NC_035785.1
XR_002633807.1	49569227	49571166	NC_035785.1
XR_002634422.1	49575055	49577558	NC_035785.1
XR_002633781.1	49653473	49655478	NC_035785.1
XR_002633705.1	49687998	49693868	NC_035785.1
XR_002634287.1	49694975	49701875	NC_035785.1
XR_002633697.1	49757743	49759349	NC_035785.1
XR_002633828.1	49872932	49895057	NC_035785.1
XR_002633762.1	49936198	49954126	NC_035785.1
XR_002633921.1	50067585	50068428	NC_035785.1
XR_002634040.1	50084708	50098820	NC_035785.1
XR_002633691.1	50269938	50283963	NC_035785.1
XR_002634333.1	50294023	50302418	NC_035785.1
XR_002634172.1	50359899	50362957	NC_035785.1
XR_002633811.1	50414307	50430317	NC_035785.1
XR_002633699.1	50686516	50689931	NC_035785.1
XR_002633813.1	50879934	50880912	NC_035785.1
XR_002633910.1	50923897	50926927	NC_035785.1
XR_002633774.1	51055517	51067697	NC_035785.1
XR_002634764.1	39835	43134	NC_035786.1
XR_002634996.1	104261	105413	NC_035786.1
XR_002635011.1	178364	179107	NC_035786.1
XR_002634602.1	251706	254992	NC_035786.1
XR_002634894.1	323039	324489	NC_035786.1
XR_002634836.1	1191290	1194935	NC_035786.1
XR_002634833.1	1217703	1218919	NC_035786.1
XR_002634835.1	1219292	1220921	NC_035786.1
XR_002634735.1	1413868	1417498	NC_035786.1
XR_002634712.1	1417637	1441486	NC_035786.1
XR_002634721.1	1444623	1469330	NC_035786.1
XR_002634606.1	1507889	1526810	NC_035786.1
XR_002635004.1	1704436	1721415	NC_035786.1
XR_002635009.1	1706683	1708310	NC_035786.1
XR_002635010.1	1724756	1726312	NC_035786.1
XR_002634605.1	1766833	1770062	NC_035786.1
XR_002634888.1	1825331	1826366	NC_035786.1
XR_002635059.1	1982752	1984173	NC_035786.1
XR_002635057.1	1988401	1989955	NC_035786.1
XR_002635058.1	1988630	1991592	NC_035786.1
XR_002635028.1	2001751	2003785	NC_035786.1
XR_002634547.1	2060507	2061995	NC_035786.1
XR_002634917.1	2212529	2216242	NC_035786.1
XR_002634915.1	2321126	2329441	NC_035786.1
XR_002634914.1	2323188	2327494	NC_035786.1
XR_002634748.1	2333097	2334841	NC_035786.1
XR_002634921.1	2438152	2443490	NC_035786.1
XR_002634669.1	2702884	2709093	NC_035786.1
XR_002634671.1	2808159	2810303	NC_035786.1
XR_002634672.1	2883295	2890394	NC_035786.1
XR_002634623.1	3269724	3275146	NC_035786.1
XR_002634642.1	3731094	3761600	NC_035786.1
XR_002634984.1	3803744	3806160	NC_035786.1
XR_002634817.1	3993886	3998688	NC_035786.1
XR_002634909.1	4255332	4258154	NC_035786.1
XR_002634529.1	4354032	4367139	NC_035786.1
XR_002634474.1	4422582	4424392	NC_035786.1
XR_002635044.1	4590090	4596115	NC_035786.1
XR_002634789.1	4604123	4612847	NC_035786.1
XR_002634790.1	4621386	4636431	NC_035786.1
XR_002634983.1	4727042	4727940	NC_035786.1
XR_002634599.1	4939648	4941176	NC_035786.1
XR_002634622.1	4990928	4992327	NC_035786.1
XR_002634840.1	5371532	5378599	NC_035786.1
XR_002634818.1	5523505	5527933	NC_035786.1
XR_002634524.1	5542902	5554033	NC_035786.1
XR_002634652.1	5748396	5759418	NC_035786.1
XR_002634808.1	6007138	6008227	NC_035786.1
XR_002634616.1	6661896	6667730	NC_035786.1
XR_002635029.1	6868537	6869564	NC_035786.1
XR_002635030.1	6917211	6917831	NC_035786.1
XR_002634879.1	7245544	7256267	NC_035786.1
XR_002634786.1	7852990	7857113	NC_035786.1
XR_002634787.1	7865436	7866278	NC_035786.1
XR_002634543.1	8044299	8047671	NC_035786.1
XR_002634821.1	8541843	8544376	NC_035786.1
XR_002634912.1	8594557	8597982	NC_035786.1
XR_002634544.1	8879255	8881333	NC_035786.1
XR_002634477.1	8957086	8958085	NC_035786.1
XR_002635024.1	9095923	9097743	NC_035786.1
XR_002634910.1	9326122	9327101	NC_035786.1
XR_002634911.1	9353951	9355249	NC_035786.1
XR_002635035.1	9467318	9471829	NC_035786.1
XR_002634654.1	9570983	9572654	NC_035786.1
XR_002634871.1	9587859	9589050	NC_035786.1
XR_002634686.1	10100789	10113964	NC_035786.1
XR_002634797.1	10331324	10342719	NC_035786.1
XR_002634655.1	10383675	10384456	NC_035786.1
XR_002634562.1	10387752	10388577	NC_035786.1
XR_002634575.1	10404836	10409768	NC_035786.1
XR_002634583.1	10450637	10453347	NC_035786.1
XR_002634978.1	10454372	10457356	NC_035786.1
XR_002634940.1	10498022	10499985	NC_035786.1
XR_002634657.1	10629565	10633353	NC_035786.1
XR_002634700.1	10645305	10645860	NC_035786.1
XR_002634475.1	11088987	11090700	NC_035786.1
XR_002634491.1	11186125	11189477	NC_035786.1
XR_002634517.1	11202573	11203937	NC_035786.1
XR_002634680.1	11473465	11474900	NC_035786.1
XR_002634935.1	11508912	11520947	NC_035786.1
XR_002634698.1	11958403	11961478	NC_035786.1
XR_002634687.1	11991117	11991924	NC_035786.1
XR_002634905.1	12323692	12334633	NC_035786.1
XR_002634906.1	12334637	12336012	NC_035786.1
XR_002634990.1	12366320	12371103	NC_035786.1
XR_002634470.1	12685469	12687818	NC_035786.1
XR_002634582.1	12692241	12695395	NC_035786.1
XR_002634886.1	12820823	12822603	NC_035786.1
XR_002634872.1	12846102	12853515	NC_035786.1
XR_002635054.1	12878616	12879705	NC_035786.1
XR_002634902.1	12886373	12889190	NC_035786.1
XR_002634985.1	13030575	13032357	NC_035786.1
XR_002634633.1	13089012	13089947	NC_035786.1
XR_002634792.1	13140081	13145069	NC_035786.1
XR_002634773.1	13706523	13707294	NC_035786.1
XR_002634558.1	13730542	13734271	NC_035786.1
XR_002635066.1	13734640	13735290	NC_035786.1
XR_002635065.1	13740471	13744120	NC_035786.1
XR_002635064.1	13744340	13745314	NC_035786.1
XR_002634559.1	13745885	13747482	NC_035786.1
XR_002635062.1	14154544	14156527	NC_035786.1
XR_002634473.1	14708736	14710641	NC_035786.1
XR_002634584.1	14845869	14851756	NC_035786.1
XR_002634626.1	15086313	15096609	NC_035786.1
XR_002634864.1	15226660	15244774	NC_035786.1
XR_002634476.1	15327224	15330182	NC_035786.1
XR_002635037.1	15485183	15489240	NC_035786.1
XR_002634907.1	15490476	15498173	NC_035786.1
XR_002634555.1	15787273	15795849	NC_035786.1
XR_002634647.1	15819723	15838157	NC_035786.1
XR_002634595.1	15999954	16000374	NC_035786.1
XR_002634761.1	16033220	16036065	NC_035786.1
XR_002634673.1	16229925	16231218	NC_035786.1
XR_002634499.1	16290735	16292598	NC_035786.1
XR_002634553.1	16381650	16382300	NC_035786.1
XR_002634527.1	16572450	16575811	NC_035786.1
XR_002634663.1	16672306	16687965	NC_035786.1
XR_002634702.1	16731211	16739827	NC_035786.1
XR_002634926.1	16759223	16767571	NC_035786.1
XR_002635076.1	17071337	17073663	NC_035786.1
XR_002635046.1	17097253	17099323	NC_035786.1
XR_002634637.1	17102206	17103851	NC_035786.1
XR_002634603.1	17117806	17122080	NC_035786.1
XR_002634893.1	17241710	17242938	NC_035786.1
XR_002634507.1	17245064	17252692	NC_035786.1
XR_002635051.1	17286792	17295246	NC_035786.1
XR_002634587.1	17340238	17342131	NC_035786.1
XR_002634650.1	17388673	17389094	NC_035786.1
XR_002634944.1	17445426	17446391	NC_035786.1
XR_002634799.1	18066940	18078099	NC_035786.1
XR_002634694.1	18343607	18344828	NC_035786.1
XR_002635075.1	18394980	18396441	NC_035786.1
XR_002634635.1	18601050	18601751	NC_035786.1
XR_002634772.1	18618468	18619173	NC_035786.1
XR_002634851.1	19001994	19015728	NC_035786.1
XR_002634763.1	19099141	19100977	NC_035786.1
XR_002635073.1	19126594	19130449	NC_035786.1
XR_002634736.1	19601650	19602760	NC_035786.1
XR_002634747.1	19626729	19630918	NC_035786.1
XR_002634531.1	19692840	19694878	NC_035786.1
XR_002634534.1	19761933	19765122	NC_035786.1
XR_002634873.1	19783171	19785614	NC_035786.1
XR_002634705.1	19800298	19801294	NC_035786.1
XR_002635031.1	19888489	19896590	NC_035786.1
XR_002634530.1	19923673	19925142	NC_035786.1
XR_002634690.1	20393086	20394104	NC_035786.1
XR_002634479.1	20616889	20617939	NC_035786.1
XR_002634746.1	20702330	20702753	NC_035786.1
XR_002634598.1	20713729	20730209	NC_035786.1
XR_002634469.1	20733049	20734347	NC_035786.1
XR_002634977.1	20908780	20914697	NC_035786.1
XR_002634597.1	21003255	21012090	NC_035786.1
XR_002634489.1	21049962	21057123	NC_035786.1
XR_002635023.1	21159116	21160188	NC_035786.1
XR_002634874.1	21160865	21174631	NC_035786.1
XR_002634829.1	21224512	21225531	NC_035786.1
XR_002634828.1	21249236	21249663	NC_035786.1
XR_002634693.1	21515608	21516874	NC_035786.1
XR_002634952.1	21570570	21571040	NC_035786.1
XR_002634569.1	21785567	21791363	NC_035786.1
XR_002634677.1	21864963	21866602	NC_035786.1
XR_002635055.1	22155332	22160214	NC_035786.1
XR_002635056.1	22161227	22161764	NC_035786.1
XR_002634741.1	22205145	22205703	NC_035786.1
XR_002634742.1	22207794	22208299	NC_035786.1
XR_002634922.1	22330326	22335566	NC_035786.1
XR_002634838.1	22586202	22589199	NC_035786.1
XR_002634528.1	22689940	22694618	NC_035786.1
XR_002634892.1	22723475	22726829	NC_035786.1
XR_002635069.1	22726965	22729657	NC_035786.1
XR_002634520.1	22734924	22738714	NC_035786.1
XR_002634776.1	22896735	22899813	NC_035786.1
XR_002634778.1	22922213	22922968	NC_035786.1
XR_002634777.1	23008603	23009573	NC_035786.1
XR_002634751.1	23559754	23560243	NC_035786.1
XR_002634688.1	23586836	23587646	NC_035786.1
XR_002634685.1	23592234	23593636	NC_035786.1
XR_002634899.1	23601803	23603352	NC_035786.1
XR_002634774.1	23625057	23628566	NC_035786.1
XR_002634532.1	23698519	23701166	NC_035786.1
XR_002634618.1	23702542	23705834	NC_035786.1
XR_002634683.1	23808165	23809241	NC_035786.1
XR_002634815.1	24228950	24230607	NC_035786.1
XR_002634738.1	24302302	24312952	NC_035786.1
XR_002634508.1	24433288	24435098	NC_035786.1
XR_002634509.1	24489504	24490496	NC_035786.1
XR_002634924.1	24752365	24758739	NC_035786.1
XR_002634625.1	25080174	25115493	NC_035786.1
XR_002634703.1	25163624	25165055	NC_035786.1
XR_002634565.1	25303594	25305561	NC_035786.1
XR_002634495.1	25330795	25333664	NC_035786.1
XR_002634691.1	25408391	25409255	NC_035786.1
XR_002634681.1	25488752	25493945	NC_035786.1
XR_002634643.1	25500221	25501067	NC_035786.1
XR_002634649.1	25504470	25505316	NC_035786.1
XR_002634668.1	25523727	25524294	NC_035786.1
XR_002634540.1	25572020	25572446	NC_035786.1
XR_002634538.1	25572438	25579139	NC_035786.1
XR_002634608.1	25585957	25588630	NC_035786.1
XR_002634767.1	25598087	25598604	NC_035786.1
XR_002634535.1	25607249	25608011	NC_035786.1
XR_002635017.1	25643891	25645786	NC_035786.1
XR_002634843.1	25747993	25757029	NC_035786.1
XR_002634563.1	25991351	25992084	NC_035786.1
XR_002635068.1	25996053	26002281	NC_035786.1
XR_002634659.1	26009832	26011348	NC_035786.1
XR_002634695.1	26165366	26166490	NC_035786.1
XR_002634769.1	26232455	26233191	NC_035786.1
XR_002634987.1	26275058	26277910	NC_035786.1
XR_002634512.1	26308930	26309851	NC_035786.1
XR_002634827.1	26402299	26420551	NC_035786.1
XR_002634831.1	26469798	26470792	NC_035786.1
XR_002634641.1	26491279	26492037	NC_035786.1
XR_002634847.1	27139306	27139724	NC_035786.1
XR_002634845.1	27143946	27146366	NC_035786.1
XR_002635047.1	27384929	27387289	NC_035786.1
XR_002634498.1	27546162	27550031	NC_035786.1
XR_002634739.1	27609818	27615458	NC_035786.1
XR_002634805.1	27982628	27983404	NC_035786.1
XR_002634832.1	28437849	28443559	NC_035786.1
XR_002635070.1	29217158	29237076	NC_035786.1
XR_002635033.1	29341584	29343218	NC_035786.1
XR_002635002.1	29410049	29411116	NC_035786.1
XR_002634900.1	29527618	29530270	NC_035786.1
XR_002634481.1	29538403	29545110	NC_035786.1
XR_002634515.1	29558443	29561460	NC_035786.1
XR_002634969.1	29577959	29592771	NC_035786.1
XR_002634970.1	29635101	29637542	NC_035786.1
XR_002634972.1	29642449	29649849	NC_035786.1
XR_002635020.1	29692619	29693657	NC_035786.1
XR_002634502.1	29695579	29698371	NC_035786.1
XR_002634865.1	29961121	29963927	NC_035786.1
XR_002634697.1	30404764	30405936	NC_035786.1
XR_002634560.1	30456090	30457354	NC_035786.1
XR_002634488.1	30478113	30482698	NC_035786.1
XR_002634684.1	30979870	30982663	NC_035786.1
XR_002634744.1	31587115	31590231	NC_035786.1
XR_002634745.1	31701924	31704508	NC_035786.1
XR_002634932.1	31979478	31983909	NC_035786.1
XR_002634567.1	32133035	32134326	NC_035786.1
XR_002634568.1	32146865	32148315	NC_035786.1
XR_002634518.1	32162599	32165647	NC_035786.1
XR_002634545.1	32171465	32174097	NC_035786.1
XR_002634689.1	32183095	32186667	NC_035786.1
XR_002634856.1	32279078	32281129	NC_035786.1
XR_002634855.1	32343141	32349601	NC_035786.1
XR_002634541.1	32842578	32845994	NC_035786.1
XR_002634949.1	32853449	32854091	NC_035786.1
XR_002634646.1	32946750	32951637	NC_035786.1
XR_002634645.1	32963686	32965241	NC_035786.1
XR_002634704.1	33701479	33702841	NC_035786.1
XR_002634938.1	33737078	33739558	NC_035786.1
XR_002634937.1	33740627	33741555	NC_035786.1
XR_002634784.1	34347921	34351873	NC_035786.1
XR_002634780.1	34351874	34355943	NC_035786.1
XR_002634463.1	34552238	34553552	NC_035786.1
XR_002634465.1	34553659	34555445	NC_035786.1
XR_002634490.1	34945711	34952427	NC_035786.1
XR_002634812.1	35264849	35266067	NC_035786.1
XR_002634810.1	35376341	35379540	NC_035786.1
