XP	start	end	chr
XP_022331807.1	37363055	37364324	NC_035783.1
XP_022331808.1	25220051	25235829	NC_035783.1
XP_022331809.1	25220051	25235829	NC_035783.1
XP_022331810.1	25220051	25235829	NC_035783.1
XP_022331811.1	25220051	25235829	NC_035783.1
XP_022331812.1	37425033	37426009	NC_035783.1
XP_022331813.1	37476769	37477738	NC_035783.1
XP_022331814.1	38067868	38068809	NC_035783.1
XP_022331815.1	25762451	25785153	NC_035780.1
XP_022331816.1	38123919	38126287	NC_035783.1
XP_022331817.1	38129485	38131556	NC_035783.1
XP_022331818.1	38198427	38198427	NC_035783.1
XP_022331819.1	38226150	38227108	NC_035783.1
XP_022331820.1	38404589	38408024	NC_035783.1
XP_022331821.1	38440179	38443650	NC_035783.1
XP_022331822.1	38667987	38672310	NC_035783.1
XP_022331823.1	25733206	25785153	NC_035780.1
XP_022331824.1	38912380	38920646	NC_035783.1
XP_022331825.1	39441750	39443167	NC_035783.1
XP_022331826.1	39524711	39530163	NC_035783.1
XP_022331827.1	39574901	39579729	NC_035783.1
XP_022331828.1	39672797	39731093	NC_035783.1
XP_022331829.1	40744351	40744728	NC_035783.1
XP_022331830.1	25733206	25785153	NC_035780.1
XP_022331831.1	40769255	40779043	NC_035783.1
XP_022331832.1	40965302	40973837	NC_035783.1
XP_022331833.1	41965636	41968214	NC_035783.1
XP_022331834.1	42024747	42085755	NC_035783.1
XP_022331835.1	42438045	42439262	NC_035783.1
XP_022331836.1	42439327	42469829	NC_035783.1
XP_022331837.1	42484124	42491654	NC_035783.1
XP_022331838.1	42618143	42629209	NC_035783.1
XP_022331839.1	42660672	42673958	NC_035783.1
XP_022331840.1	42702958	42703557	NC_035783.1
XP_022331841.1	25717819	25719004	NC_035780.1
XP_022331842.1	42914289	42914289	NC_035783.1
XP_022331843.1	42980369	42980369	NC_035783.1
XP_022331844.1	42987642	42987642	NC_035783.1
XP_022331845.1	43083644	43090603	NC_035783.1
XP_022331846.1	43222193	43223177	NC_035783.1
XP_022331847.1	43538899	43549917	NC_035783.1
XP_022331848.1	25717819	25719004	NC_035780.1
XP_022331849.1	43790772	43803934	NC_035783.1
XP_022331850.1	43943443	43975185	NC_035783.1
XP_022331851.1	44165340	44182127	NC_035783.1
XP_022331852.1	44754219	44757989	NC_035783.1
XP_022331853.1	44763811	44767808	NC_035783.1
XP_022331854.1	44773154	44774264	NC_035783.1
XP_022331855.1	44829316	44838150	NC_035783.1
XP_022331856.1	44839061	44848213	NC_035783.1
XP_022331857.1	44860502	44862111	NC_035783.1
XP_022331858.1	44952600	44957809	NC_035783.1
XP_022331859.1	44960298	44960792	NC_035783.1
XP_022331860.1	45081020	45111695	NC_035783.1
XP_022331861.1	40101861	40117145	NC_035780.1
XP_022331862.1	45246357	45252730	NC_035783.1
XP_022331863.1	45305410	45394685	NC_035783.1
XP_022331864.1	45849229	45850123	NC_035783.1
XP_022331865.1	45913579	45916090	NC_035783.1
XP_022331866.1	30710061	30745507	NC_035780.1
XP_022331867.1	46378461	46378461	NC_035783.1
XP_022331868.1	46379547	46379547	NC_035783.1
XP_022331869.1	46445224	46446675	NC_035783.1
XP_022331870.1	46480266	46480266	NC_035783.1
XP_022331871.1	46512302	46513246	NC_035783.1
XP_022331872.1	46588744	46590831	NC_035783.1
XP_022331873.1	30710061	30745507	NC_035780.1
XP_022331874.1	46632517	46632517	NC_035783.1
XP_022331875.1	46667984	46670675	NC_035783.1
XP_022331876.1	46862200	46863868	NC_035783.1
XP_022331877.1	33537353	33576016	NC_035783.1
XP_022331878.1	33537353	33576016	NC_035783.1
XP_022331879.1	33543912	33576016	NC_035783.1
XP_022331880.1	33583689	33587682	NC_035783.1
XP_022331881.1	33583689	33587682	NC_035783.1
XP_022331882.1	30710061	30745507	NC_035780.1
XP_022331883.1	33583935	33587682	NC_035783.1
XP_022331884.1	47055253	47058971	NC_035783.1
XP_022331885.1	47073028	47081612	NC_035783.1
XP_022331886.1	30710061	30745507	NC_035780.1
XP_022331887.1	48024804	48026052	NC_035783.1
XP_022331888.1	48098316	48104612	NC_035783.1
XP_022331889.1	48209976	48210757	NC_035783.1
XP_022331890.1	48217173	48219016	NC_035783.1
XP_022331891.1	48467780	48467780	NC_035783.1
XP_022331892.1	49155239	49155239	NC_035783.1
XP_022331893.1	49279769	49280763	NC_035783.1
XP_022331894.1	30712872	30745507	NC_035780.1
XP_022331895.1	49281176	49282177	NC_035783.1
XP_022331896.1	49359003	49381740	NC_035783.1
XP_022331897.1	49421621	49446966	NC_035783.1
XP_022331898.1	49571974	49572835	NC_035783.1
XP_022331899.1	49893564	49895672	NC_035783.1
XP_022331900.1	49954640	49955133	NC_035783.1
XP_022331901.1	30710061	30745507	NC_035780.1
XP_022331902.1	49956963	49958425	NC_035783.1
XP_022331903.1	50243887	50243887	NC_035783.1
XP_022331904.1	50244555	50244555	NC_035783.1
XP_022331905.1	50396814	50396814	NC_035783.1
XP_022331906.1	50426113	50434694	NC_035783.1
XP_022331907.1	50447925	50480543	NC_035783.1
XP_022331908.1	50610690	50620234	NC_035783.1
XP_022331909.1	30710061	30745507	NC_035780.1
XP_022331910.1	50817951	50822367	NC_035783.1
XP_022331911.1	50860621	50861513	NC_035783.1
XP_022331912.1	45640281	45677096	NC_035783.1
XP_022331913.1	50907955	50913954	NC_035783.1
XP_022331914.1	50922935	50925556	NC_035783.1
XP_022331915.1	51180373	51180373	NC_035783.1
XP_022331916.1	51535455	51535455	NC_035783.1
XP_022331917.1	51544524	51552076	NC_035783.1
XP_022331918.1	51743625	51750651	NC_035783.1
XP_022331919.1	3016638	3016638	NC_035780.1
XP_022331920.1	52362064	52363269	NC_035783.1
XP_022331921.1	52484432	52492298	NC_035783.1
XP_022331922.1	52520130	52520241	NC_035783.1
XP_022331923.1	52640324	52640324	NC_035783.1
XP_022331924.1	52879510	52879510	NC_035783.1
XP_022331925.1	52892022	52893121	NC_035783.1
XP_022331926.1	52911030	52911030	NC_035783.1
XP_022331927.1	3026448	3049258	NC_035780.1
XP_022331928.1	52959746	52959746	NC_035783.1
XP_022331929.1	53012089	53019332	NC_035783.1
XP_022331930.1	40101861	40117145	NC_035780.1
XP_022331931.1	53062451	53062451	NC_035783.1
XP_022331932.1	53125713	53133016	NC_035783.1
XP_022331933.1	53178138	53178138	NC_035783.1
XP_022331934.1	53208936	53210716	NC_035783.1
XP_022331935.1	53277221	53288325	NC_035783.1
XP_022331936.1	53365417	53365417	NC_035783.1
XP_022331937.1	53909612	53938026	NC_035783.1
XP_022331938.1	54331841	54335235	NC_035783.1
XP_022331939.1	54418888	54418888	NC_035783.1
XP_022331940.1	54812545	54812545	NC_035783.1
XP_022331941.1	55654892	55660608	NC_035783.1
XP_022331942.1	55833110	55838114	NC_035783.1
XP_022331943.1	55850129	55852105	NC_035783.1
XP_022331944.1	55919792	55924411	NC_035783.1
XP_022331945.1	56270520	56270520	NC_035783.1
XP_022331946.1	56308276	56309477	NC_035783.1
XP_022331947.1	26404241	26417701	NC_035780.1
XP_022331948.1	56370168	56370168	NC_035783.1
XP_022331949.1	56408631	56408934	NC_035783.1
XP_022331950.1	56433821	56445516	NC_035783.1
XP_022331951.1	56795305	56797200	NC_035783.1
XP_022331952.1	56987493	56995532	NC_035783.1
XP_022331953.1	57139808	57141364	NC_035783.1
XP_022331954.1	57158562	57160796	NC_035783.1
XP_022331955.1	57215914	57226804	NC_035783.1
XP_022331956.1	3189055	3193009	NC_035780.1
XP_022331957.1	57328166	57331500	NC_035783.1
XP_022331958.1	57349206	57354187	NC_035783.1
XP_022331959.1	57901720	57906651	NC_035783.1
XP_022331960.1	57931863	57937314	NC_035783.1
XP_022331961.1	58027099	58033229	NC_035783.1
XP_022331962.1	58348597	58360321	NC_035783.1
XP_022331963.1	58452070	58464330	NC_035783.1
XP_022331964.1	58648749	58659235	NC_035783.1
XP_022331965.1	58710241	58715259	NC_035783.1
XP_022331966.1	62582074	62600042	NC_035780.1
XP_022331967.1	58783105	58783105	NC_035783.1
XP_022331968.1	58790510	58793771	NC_035783.1
XP_022331969.1	58840062	58844007	NC_035783.1
XP_022331970.1	58867252	58870839	NC_035783.1
XP_022331971.1	58877063	58891527	NC_035783.1
XP_022331972.1	59349151	59350986	NC_035783.1
XP_022331973.1	59356212	59370657	NC_035783.1
XP_022331974.1	59513151	59518979	NC_035783.1
XP_022331975.1	23473807	23482382	NC_035783.1
XP_022331976.1	23461121	23470700	NC_035783.1
XP_022331977.1	62589109	62590948	NC_035780.1
XP_022331978.1	23432770	23457931	NC_035783.1
XP_022331979.1	23872990	23889328	NC_035783.1
XP_022331980.1	23893072	23900238	NC_035783.1
XP_022331981.1	23893072	23900238	NC_035783.1
XP_022331982.1	26832406	26837778	NC_035783.1
XP_022331983.1	26832406	26837778	NC_035783.1
XP_022331984.1	26832406	26837778	NC_035783.1
XP_022331985.1	26832406	26837880	NC_035783.1
XP_022331986.1	43025111	43055530	NC_035783.1
XP_022331987.1	5865948	5883560	NC_035783.1
XP_022331988.1	5865948	5883560	NC_035783.1
XP_022331989.1	40101861	40117145	NC_035780.1
XP_022331990.1	5865948	5881856	NC_035783.1
XP_022331991.1	34588169	34591284	NC_035783.1
XP_022331992.1	34588169	34591284	NC_035783.1
XP_022331993.1	34602291	34603221	NC_035783.1
XP_022331994.1	34597680	34598332	NC_035783.1
XP_022331995.1	10309246	10327645	NC_035783.1
XP_022331996.1	10309246	10327645	NC_035783.1
XP_022331997.1	10309246	10327645	NC_035783.1
XP_022331998.1	10309246	10327645	NC_035783.1
XP_022331999.1	10313459	10327645	NC_035783.1
XP_022332000.1	10313459	10327645	NC_035783.1
XP_022332001.1	10313459	10327645	NC_035783.1
XP_022332002.1	10313459	10327645	NC_035783.1
XP_022332003.1	27468105	27490444	NC_035780.1
XP_022332004.1	10313459	10327645	NC_035783.1
XP_022332005.1	42303653	42312154	NC_035783.1
XP_022332006.1	42303653	42312154	NC_035783.1
XP_022332007.1	22143096	22183801	NC_035783.1
XP_022332008.1	22128376	22132692	NC_035783.1
XP_022332009.1	22128376	22132692	NC_035783.1
XP_022332010.1	22128376	22132341	NC_035783.1
XP_022332011.1	45139729	45144485	NC_035783.1
XP_022332012.1	18177234	18187970	NC_035783.1
XP_022332013.1	18164213	18169092	NC_035783.1
XP_022332014.1	18164213	18169092	NC_035783.1
XP_022332015.1	18173086	18176393	NC_035783.1
XP_022332016.1	27491273	27502577	NC_035780.1
XP_022332017.1	20020840	20028946	NC_035783.1
XP_022332018.1	20033655	20036729	NC_035783.1
XP_022332019.1	20029501	20030899	NC_035783.1
XP_022332020.1	52615555	52631249	NC_035783.1
XP_022332021.1	52615555	52631249	NC_035783.1
XP_022332022.1	52615555	52631249	NC_035783.1
XP_022332023.1	52615555	52631249	NC_035783.1
XP_022332024.1	52615555	52628424	NC_035783.1
XP_022332025.1	52615555	52629851	NC_035783.1
XP_022332026.1	52615555	52629851	NC_035783.1
XP_022332027.1	52615555	52634135	NC_035783.1
XP_022332028.1	52615555	52634135	NC_035783.1
XP_022332029.1	3323506	3323506	NC_035780.1
XP_022332030.1	46562975	46576006	NC_035783.1
XP_022332031.1	37184215	37200409	NC_035783.1
XP_022332032.1	16266532	16272883	NC_035783.1
XP_022332033.1	42711086	42713892	NC_035783.1
XP_022332034.1	40999148	41010910	NC_035783.1
XP_022332035.1	50691794	50701195	NC_035783.1
XP_022332036.1	10642614	10656653	NC_035783.1
XP_022332037.1	10657073	10663269	NC_035783.1
XP_022332038.1	24954698	24967112	NC_035783.1
XP_022332039.1	40974083	40990297	NC_035783.1
XP_022332040.1	40974083	40990297	NC_035783.1
XP_022332041.1	3341512	3341512	NC_035780.1
XP_022332042.1	40710836	40725946	NC_035783.1
XP_022332043.1	40710836	40725946	NC_035783.1
XP_022332044.1	30273382	30274238	NC_035783.1
XP_022332045.1	30276063	30295309	NC_035783.1
XP_022332046.1	52152161	52153701	NC_035783.1
XP_022332047.1	52152161	52153701	NC_035783.1
XP_022332048.1	40729433	40738589	NC_035783.1
XP_022332049.1	40729433	40738589	NC_035783.1
XP_022332050.1	50126546	50152817	NC_035783.1
XP_022332051.1	50139987	50140014	NC_035783.1
XP_022332052.1	57072076	57080743	NC_035783.1
XP_022332053.1	57082979	57084225	NC_035783.1
XP_022332054.1	57047366	57064845	NC_035783.1
XP_022332055.1	2770008	2791018	NC_035783.1
XP_022332056.1	2791639	2800137	NC_035783.1
XP_022332057.1	5281886	5308258	NC_035783.1
XP_022332058.1	5281886	5308258	NC_035783.1
XP_022332059.1	5281886	5308258	NC_035783.1
XP_022332060.1	3342747	3342747	NC_035780.1
XP_022332061.1	5281886	5308258	NC_035783.1
XP_022332062.1	5281886	5308258	NC_035783.1
XP_022332063.1	5275574	5281653	NC_035783.1
XP_022332064.1	5275574	5281541	NC_035783.1
XP_022332065.1	40689878	40701979	NC_035783.1
XP_022332066.1	19631222	19636602	NC_035783.1
XP_022332067.1	18139876	18140825	NC_035783.1
XP_022332068.1	18121774	18139267	NC_035783.1
XP_022332069.1	56808991	56815321	NC_035783.1
XP_022332070.1	56805058	56807615	NC_035783.1
XP_022332071.1	9957935	9983963	NC_035783.1
XP_022332072.1	40101886	40117145	NC_035780.1
XP_022332073.1	3343958	3343958	NC_035780.1
XP_022332074.1	8603632	8632747	NC_035783.1
XP_022332075.1	11921531	11955876	NC_035783.1
XP_022332076.1	11921531	11955876	NC_035783.1
XP_022332077.1	11921531	11955876	NC_035783.1
XP_022332078.1	11921531	11955876	NC_035783.1
XP_022332079.1	11921531	11955876	NC_035783.1
XP_022332080.1	11921531	11943174	NC_035783.1
XP_022332081.1	11921531	11943174	NC_035783.1
XP_022332082.1	11921531	11938053	NC_035783.1
XP_022332083.1	11921531	11932865	NC_035783.1
XP_022332084.1	11921531	11932865	NC_035783.1
XP_022332085.1	12012782	12019166	NC_035783.1
XP_022332086.1	12012782	12019166	NC_035783.1
XP_022332087.1	12012782	12019166	NC_035783.1
XP_022332088.1	38002296	38011072	NC_035780.1
XP_022332089.1	12099288	12109655	NC_035783.1
XP_022332090.1	12099288	12109655	NC_035783.1
XP_022332091.1	12099288	12109655	NC_035783.1
XP_022332092.1	12099288	12109655	NC_035783.1
XP_022332093.1	12099288	12109655	NC_035783.1
XP_022332094.1	12099288	12109655	NC_035783.1
XP_022332095.1	12099288	12109655	NC_035783.1
XP_022332096.1	12099288	12109655	NC_035783.1
XP_022332097.1	12099418	12109655	NC_035783.1
XP_022332098.1	12188256	12198575	NC_035783.1
XP_022332099.1	12119316	12130540	NC_035783.1
XP_022332100.1	11963188	11967463	NC_035783.1
XP_022332101.1	3348104	3348104	NC_035780.1
XP_022332102.1	12145499	12171224	NC_035783.1
XP_022332103.1	12145380	12171224	NC_035783.1
XP_022332104.1	12145499	12171224	NC_035783.1
XP_022332105.1	12145380	12171224	NC_035783.1
XP_022332106.1	12132106	12141424	NC_035783.1
XP_022332107.1	12205546	12212261	NC_035783.1
XP_022332108.1	12060267	12073255	NC_035783.1
XP_022332109.1	12172089	12180186	NC_035783.1
XP_022332110.1	12073870	12082898	NC_035783.1
XP_022332111.1	12073870	12082898	NC_035783.1
XP_022332112.1	12049302	12057475	NC_035783.1
XP_022332113.1	12027929	12039509	NC_035783.1
XP_022332114.1	12089989	12095061	NC_035783.1
XP_022332115.1	12089989	12094861	NC_035783.1
XP_022332116.1	12085915	12089906	NC_035783.1
XP_022332117.1	12086022	12089906	NC_035783.1
XP_022332118.1	54882732	54884790	NC_035780.1
XP_022332119.1	12045565	12047123	NC_035783.1
XP_022332120.1	12045565	12047123	NC_035783.1
XP_022332121.1	12199184	12204604	NC_035783.1
XP_022332122.1	12199586	12204604	NC_035783.1
XP_022332123.1	12180720	12183055	NC_035783.1
XP_022332124.1	12042599	12044054	NC_035783.1
XP_022332125.1	11975065	11990450	NC_035783.1
XP_022332126.1	12812994	12814977	NC_035780.1
XP_022332127.1	35735297	35750635	NC_035783.1
XP_022332128.1	35735297	35750635	NC_035783.1
XP_022332129.1	35735297	35750635	NC_035783.1
XP_022332130.1	35735297	35750635	NC_035783.1
XP_022332131.1	35735297	35750635	NC_035783.1
XP_022332132.1	35735297	35750635	NC_035783.1
XP_022332133.1	35735297	35750635	NC_035783.1
XP_022332134.1	35735297	35750635	NC_035783.1
XP_022332135.1	35742715	35750635	NC_035783.1
XP_022332136.1	12812994	12814977	NC_035780.1
XP_022332137.1	10279890	10285862	NC_035783.1
XP_022332138.1	10279890	10285862	NC_035783.1
XP_022332139.1	10279890	10285862	NC_035783.1
XP_022332140.1	10287286	10299069	NC_035783.1
XP_022332141.1	33108483	33120121	NC_035783.1
XP_022332142.1	33103431	33108372	NC_035783.1
XP_022332143.1	14972127	14990618	NC_035783.1
XP_022332144.1	14972127	14990618	NC_035783.1
XP_022332145.1	20202901	20216495	NC_035783.1
XP_022332146.1	20202901	20216495	NC_035783.1
XP_022332147.1	20202901	20216495	NC_035783.1
XP_022332148.1	23552775	23562979	NC_035783.1
XP_022332149.1	12826088	12826088	NC_035780.1
XP_022332150.1	23552775	23562386	NC_035783.1
XP_022332151.1	47931791	47997805	NC_035783.1
XP_022332152.1	47978454	47978454	NC_035783.1
XP_022332153.1	20721554	20773794	NC_035783.1
XP_022332154.1	20721554	20773794	NC_035783.1
XP_022332155.1	20784972	20801918	NC_035783.1
XP_022332156.1	20699231	20712408	NC_035783.1
XP_022332157.1	20699231	20712408	NC_035783.1
XP_022332158.1	20699317	20712408	NC_035783.1
XP_022332159.1	20699231	20712408	NC_035783.1
XP_022332160.1	20774582	20783000	NC_035783.1
XP_022332161.1	20774582	20783000	NC_035783.1
XP_022332162.1	40101861	40117145	NC_035780.1
XP_022332163.1	12810882	12820810	NC_035780.1
XP_022332164.1	20774582	20783000	NC_035783.1
XP_022332165.1	20774582	20783000	NC_035783.1
XP_022332166.1	20740899	20742790	NC_035783.1
XP_022332167.1	20783589	20783589	NC_035783.1
XP_022332168.1	20715593	20721099	NC_035783.1
XP_022332169.1	20715593	20721099	NC_035783.1
XP_022332170.1	20690175	20695836	NC_035783.1
XP_022332171.1	50488001	50498161	NC_035783.1
XP_022332172.1	50498573	50505985	NC_035783.1
XP_022332173.1	50501974	50505985	NC_035783.1
XP_022332174.1	55373720	55412026	NC_035783.1
XP_022332175.1	55371592	55412026	NC_035783.1
XP_022332176.1	55391798	55412026	NC_035783.1
XP_022332177.1	55391798	55412026	NC_035783.1
XP_022332178.1	41897997	41899542	NC_035783.1
XP_022332179.1	41900538	41902376	NC_035783.1
XP_022332180.1	41900538	41902376	NC_035783.1
XP_022332181.1	41895102	41905888	NC_035783.1
XP_022332182.1	41906067	41913472	NC_035783.1
XP_022332183.1	22596848	22605892	NC_035783.1
XP_022332184.1	22606012	22611196	NC_035783.1
XP_022332185.1	40507617	40511934	NC_035783.1
XP_022332186.1	3414281	3414281	NC_035780.1
XP_022332187.1	40511771	40511934	NC_035783.1
XP_022332188.1	40511771	40511934	NC_035783.1
XP_022332189.1	40501095	40503249	NC_035783.1
XP_022332190.1	40488169	40488169	NC_035783.1
XP_022332191.1	40488169	40488169	NC_035783.1
XP_022332192.1	40504796	40511490	NC_035783.1
XP_022332193.1	40504796	40504796	NC_035783.1
XP_022332194.1	19541272	19545679	NC_035783.1
XP_022332195.1	19548382	19550268	NC_035783.1
XP_022332196.1	19548382	19550268	NC_035783.1
XP_022332197.1	19546518	19547515	NC_035783.1
XP_022332198.1	3590723	3601834	NC_035780.1
XP_022332199.1	53518484	53538235	NC_035783.1
XP_022332200.1	53518484	53538235	NC_035783.1
XP_022332201.1	9515418	9552038	NC_035783.1
XP_022332202.1	54650840	54668717	NC_035783.1
XP_022332203.1	54647181	54649294	NC_035783.1
XP_022332204.1	34550659	34559370	NC_035783.1
XP_022332205.1	34547882	34549782	NC_035783.1
XP_022332206.1	34544393	34547433	NC_035783.1
XP_022332207.1	1933756	1933756	NC_035783.1
XP_022332208.1	1909070	1928651	NC_035783.1
XP_022332209.1	54637415	54661453	NC_035780.1
XP_022332210.1	3232880	3242007	NC_035783.1
XP_022332211.1	3242288	3244869	NC_035783.1
XP_022332212.1	16925987	16935652	NC_035783.1
XP_022332213.1	16925987	16935652	NC_035783.1
XP_022332214.1	17420778	17432455	NC_035783.1
XP_022332215.1	17420778	17432455	NC_035783.1
XP_022332216.1	57377978	57387773	NC_035783.1
XP_022332217.1	54630037	54661453	NC_035780.1
XP_022332218.1	37917956	37933692	NC_035783.1
XP_022332219.1	56660650	56665508	NC_035783.1
XP_022332220.1	56660650	56665508	NC_035783.1
XP_022332221.1	56660650	56665508	NC_035783.1
XP_022332222.1	56651231	56657736	NC_035783.1
XP_022332223.1	37217182	37229538	NC_035783.1
XP_022332224.1	55803658	55805662	NC_035783.1
XP_022332225.1	55800791	55809081	NC_035783.1
XP_022332226.1	54641459	54661453	NC_035780.1
XP_022332227.1	10392518	10400219	NC_035783.1
XP_022332228.1	10375250	10389244	NC_035783.1
XP_022332229.1	10400505	10411359	NC_035783.1
XP_022332230.1	45802374	45824314	NC_035783.1
XP_022332231.1	54641459	54661453	NC_035780.1
XP_022332232.1	34443542	34449773	NC_035783.1
XP_022332233.1	42545441	42545441	NC_035783.1
XP_022332234.1	18004964	18045664	NC_035783.1
XP_022332235.1	18004964	18045664	NC_035783.1
XP_022332236.1	18004964	18045664	NC_035783.1
XP_022332237.1	18004964	18044385	NC_035783.1
XP_022332238.1	18004964	18044385	NC_035783.1
XP_022332239.1	18004964	18045664	NC_035783.1
XP_022332240.1	18004964	18044599	NC_035783.1
XP_022332241.1	54637415	54661453	NC_035780.1
XP_022332242.1	18057565	18064057	NC_035783.1
XP_022332243.1	18048313	18056168	NC_035783.1
XP_022332244.1	17998195	18004412	NC_035783.1
XP_022332245.1	17998195	18004412	NC_035783.1
XP_022332246.1	54905207	54935248	NC_035783.1
XP_022332247.1	54981537	55015133	NC_035783.1
XP_022332248.1	54872486	54898603	NC_035783.1
XP_022332249.1	54872486	54898603	NC_035783.1
XP_022332250.1	52053603	52056685	NC_035783.1
XP_022332251.1	52069320	52072401	NC_035783.1
XP_022332252.1	54682951	54732623	NC_035780.1
XP_022332253.1	52069320	52072401	NC_035783.1
XP_022332254.1	52077471	52081860	NC_035783.1
XP_022332255.1	3132574	3158845	NC_035783.1
XP_022332256.1	3132574	3158845	NC_035783.1
XP_022332257.1	3132574	3158845	NC_035783.1
XP_022332258.1	3132574	3158845	NC_035783.1
XP_022332259.1	3132574	3158845	NC_035783.1
XP_022332260.1	3132574	3158845	NC_035783.1
XP_022332261.1	3132574	3158845	NC_035783.1
XP_022332262.1	54682951	54732623	NC_035780.1
XP_022332263.1	3132574	3158845	NC_035783.1
XP_022332264.1	3138829	3158845	NC_035783.1
XP_022332265.1	3141356	3158845	NC_035783.1
XP_022332266.1	3198765	3215435	NC_035783.1
XP_022332267.1	3173815	3184034	NC_035783.1
XP_022332268.1	3173815	3184034	NC_035783.1
XP_022332269.1	54682951	54732623	NC_035780.1
XP_022332270.1	36601585	36625669	NC_035783.1
XP_022332271.1	43750448	43773504	NC_035783.1
XP_022332272.1	40876199	40941740	NC_035783.1
XP_022332273.1	40847588	40862471	NC_035783.1
XP_022332274.1	40894463	40898450	NC_035783.1
XP_022332275.1	40894463	40901395	NC_035783.1
XP_022332276.1	40891344	40892332	NC_035783.1
XP_022332277.1	54682951	54732623	NC_035780.1
XP_022332278.1	40835547	40838855	NC_035783.1
XP_022332279.1	34052640	34075967	NC_035783.1
XP_022332280.1	34052640	34075967	NC_035783.1
XP_022332281.1	34466658	34469224	NC_035780.1
XP_022332282.1	22912752	22920382	NC_035783.1
XP_022332283.1	22920819	22925948	NC_035783.1
XP_022332284.1	44259673	44288479	NC_035783.1
XP_022332285.1	54682951	54732623	NC_035780.1
XP_022332286.1	46783454	46804952	NC_035783.1
XP_022332287.1	46783454	46804952	NC_035783.1
XP_022332288.1	46783454	46804952	NC_035783.1
XP_022332289.1	46783454	46804952	NC_035783.1
XP_022332290.1	34572252	34580388	NC_035783.1
XP_022332291.1	34566053	34569006	NC_035783.1
XP_022332292.1	34566053	34569006	NC_035783.1
XP_022332293.1	34566053	34569006	NC_035783.1
XP_022332294.1	54682951	54732623	NC_035780.1
XP_022332295.1	42860416	42872380	NC_035783.1
XP_022332296.1	58341358	58341818	NC_035783.1
XP_022332297.1	58323939	58325616	NC_035783.1
XP_022332298.1	58323939	58325616	NC_035783.1
XP_022332299.1	58345329	58346931	NC_035783.1
XP_022332300.1	58345329	58347164	NC_035783.1
XP_022332301.1	58383563	58388304	NC_035783.1
XP_022332302.1	58383563	58389455	NC_035783.1
XP_022332303.1	54682951	54732623	NC_035780.1
XP_022332304.1	58332349	58334558	NC_035783.1
XP_022332305.1	58328503	58330881	NC_035783.1
XP_022332306.1	58361830	58373395	NC_035783.1
XP_022332307.1	57989304	58002113	NC_035783.1
XP_022332308.1	57989768	58002113	NC_035783.1
XP_022332309.1	57989304	58001361	NC_035783.1
XP_022332310.1	40356608	40359695	NC_035783.1
XP_022332311.1	40356608	40359695	NC_035783.1
XP_022332312.1	54682951	54732623	NC_035780.1
XP_022332313.1	40356608	40359695	NC_035783.1
XP_022332314.1	40366373	40370912	NC_035783.1
XP_022332315.1	40362047	40365343	NC_035783.1
XP_022332316.1	40362047	40365343	NC_035783.1
XP_022332317.1	40362047	40365343	NC_035783.1
XP_022332318.1	36200741	36200987	NC_035783.1
XP_022332319.1	36204734	36215338	NC_035783.1
XP_022332320.1	36204734	36219974	NC_035783.1
XP_022332321.1	54682951	54733442	NC_035780.1
XP_022332322.1	36180265	36193555	NC_035783.1
XP_022332323.1	36151433	36154714	NC_035783.1
XP_022332324.1	9261098	9271727	NC_035783.1
XP_022332325.1	11735507	11738819	NC_035783.1
XP_022332326.1	11735507	11738819	NC_035783.1
XP_022332327.1	11741079	11742290	NC_035783.1
XP_022332328.1	11727355	11734255	NC_035783.1
XP_022332329.1	54682951	54733442	NC_035780.1
XP_022332330.1	53328019	53343266	NC_035783.1
XP_022332331.1	53328019	53343266	NC_035783.1
XP_022332332.1	53328019	53343266	NC_035783.1
XP_022332333.1	14857496	14864546	NC_035783.1
XP_022332334.1	14857496	14864546	NC_035783.1
XP_022332335.1	24799946	24828044	NC_035783.1
XP_022332336.1	51476230	51479234	NC_035783.1
XP_022332337.1	54682951	54732623	NC_035780.1
XP_022332338.1	51500449	51507731	NC_035783.1
XP_022332339.1	51500449	51507731	NC_035783.1
XP_022332340.1	51494358	51498842	NC_035783.1
XP_022332341.1	27046451	27145518	NC_035783.1
XP_022332342.1	52980761	52990498	NC_035783.1
XP_022332343.1	52992282	53009069	NC_035783.1
XP_022332344.1	52992282	53009069	NC_035783.1
XP_022332345.1	52994649	53009069	NC_035783.1
XP_022332346.1	54682951	54732623	NC_035780.1
XP_022332347.1	52992282	53009075	NC_035783.1
XP_022332348.1	20186071	20186071	NC_035783.1
XP_022332349.1	42787478	42793821	NC_035783.1
XP_022332350.1	54682951	54732623	NC_035780.1
XP_022332351.1	42818153	42822961	NC_035783.1
XP_022332352.1	42775024	42842922	NC_035783.1
XP_022332353.1	42845645	42846190	NC_035783.1
XP_022332354.1	14553522	14560377	NC_035783.1
XP_022332355.1	14553522	14560377	NC_035783.1
XP_022332356.1	14597053	14602589	NC_035783.1
XP_022332357.1	14613185	14616218	NC_035783.1
XP_022332358.1	14613185	14616218	NC_035783.1
XP_022332359.1	54682951	54732623	NC_035780.1
XP_022332360.1	14613185	14616218	NC_035783.1
XP_022332361.1	14613185	14616218	NC_035783.1
XP_022332362.1	14613185	14616218	NC_035783.1
XP_022332363.1	14613185	14616218	NC_035783.1
XP_022332364.1	14613185	14616218	NC_035783.1
XP_022332365.1	14613185	14616218	NC_035783.1
